,id,zip,file name,entry,Description,CPV,URI
254,254,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_18.atom,227,"INSTALACIÓN, ORGANIZACIÓN Y CELEBRACIÓN DE UN MERCADO DEL DESCUBRIMIENTO durante los días 11, 12, 13 Y 14 de octubre de 2018 con el que dinamizar diversas zonas del municipio con motivo de la celebración del día de la Hispanidad en el que conmemora el descubrimiento de América, y de una figura tan relevante como el marino, descubridor y cartógrafo Juan de la Cosa, natural de Santoña.",['79950000.0'],https://contrataciondelestado.es/wps/wcm/connect/8f4bcdad-5a93-498b-8ca7-6937bde3f840/DOC20180420101610PLIE.pdf?MOD=AJPERES
255,255,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_17.atom,159,"Es objeto del presente contrato, por procedimiento de contrato menor, a través de un único criterio, el precio, la ejecución de obras de reforma de los despachos de la planta baja del Centro Cívico Capiscol.
				
La Memoria, los Planos y la valoración económica que integran el Proyecto, tienen carácter contractual. 
		
Código CPV: 45000000.
",['45000000.0'],https://contrataciondelestado.es/wps/wcm/connect/cd65db82-bf6a-42b3-bec7-b548e184cde0/DOC20181220120942PCAP+CTO+MENOR+OBRAS+CAPISCOL.pdf?MOD=AJPERES
257,257,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_15.atom,122,"Servicio nacional e internacional de mensajería, paquetería, y envíos postales no susceptibles de correo ordinario para el ejercicio 2019 conforme a las condiciones que figuran en el Pliego de Prescripciones Técnicas que rigen la prestación del servicio.",['60161000.0'],https://contrataciondelestado.es/wps/wcm/connect/fa439d49-2a73-4594-a69b-14e5df2eac83/DOC2018121113364104+PCAP+MENSAJERIA+199_2018.pdf?MOD=AJPERES
258,258,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_15.atom,108,Suministro de material ofimático e informático no inventariable necesario para el desarrollo de las actividades de la entidad. La ejecución del contrato se ajustará a lo dispuesto en el Pliego de Prescripciones Técnicas.,['30100000.0'],https://contrataciondelestado.es/wps/wcm/connect/5ae02128-654c-46a4-9de2-61a8795a943d/DOC2018121208493604+PCAP+SUMINISTROS+CONTRATOS+MENORES.pdf?MOD=AJPERES
259,259,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_13.atom,287,"Servicio de  mantenimiento y gestión de diez mupis (soportes publicitarios que alojan carteles) situados en la vía pública de la ciudad de Sevilla.
La ejecución del contrato se ajustará a lo dispuesto en el Pliego de Prescripciones Técnicas.
",['50000000.0'],https://contrataciondelestado.es/wps/wcm/connect/d8e9156d-7ae8-493c-8d3a-12d9ceb879fe/DOC2018121209591304+PCAP+MANTENIMIENTO+MUPIS+2019.pdf?MOD=AJPERES
260,260,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_11.atom,457,"actuación de tres Bandas de Cornetas y Tambores y una  Charanga con motivo de la Cabalgata de Reyes Magos 2019 organizada por el Distrito Triana.
La Actuación de las Bandas y de la Charanga se producirá durante el recorrido de la Cabalgata   el día 6 de Enero de 2019. Durante un Tiempo Aproximado de cinco horas, debiendo una de las bandas acompañar además al Heraldo Real el día 3 de Enero de 2019
",['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/79706001-1a9a-449e-ba76-f570a5814a3f/DOC20181212112809Prescripciones+Tecnicas+Bandas+fdo.pdf?MOD=AJPERES
262,262,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213_1.atom,198,"Servicio de asistencia con personal técnico audiovisual para el montaje, mantenimiento y desmontaje de los sistemas audiovisuales de la exposición “Aplicación Murillo”, en sus sedes de Espacio Santa Clara, Sala Atín Aya, Hospital de la Caridad y Factoría Cultural, dentro del programa de actividades del Año Murillo.","['[50300000, 50340000]']",https://contrataciondelestado.es/wps/wcm/connect/6488c705-1300-4b69-b180-87a7435c8d48/DOC20181120133613COND.pdf?MOD=AJPERES
263,263,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190226_231213.atom,286,"Obra de ejecución de un recorrido accesible desde el claustro del Convento Santa Clara, a través de los jardines que rodean la Torre de Don Fadrique y a través del compás, para posibilitar una salida por la calle Santa Clara",['45233226.0'],https://contrataciondelestado.es/wps/wcm/connect/016c0f11-5de1-48cb-80db-45b0e456dca8/DOC20180910143045COND.pdf?MOD=AJPERES
265,265,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_54.atom,478,"Servicio de mantenimiento del ascensor del Costurero de la Reina, así como las actuaciones que resulten necesarias para superar la inspección (OCA). La ejecución del contrato se ajustará a lo dispuesto en el Pliego de Prescripciones Técnicas",['50750000.0'],https://contrataciondelestado.es/wps/wcm/connect/c6d6c428-1d60-4c11-8a5c-99056bc555e7/DOC2018121114240604+PCAP+SERVICIOS+CONTRATOS+MENORES.pdf?MOD=AJPERES
266,266,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_49.atom,143,"Contratar servicio de alquiler, transporte, montaje y desmontaje de equipos de iluminación, sonido, megafonía y generadores de electricidad para actividades socioculturales del Distrito Casco Antiguo durante el año 2019","['[31000000, 32342410]']",https://contrataciondelestado.es/wps/wcm/connect/de790ac2-5105-47b8-9ca7-c31e34cb7ec8/DOC20190111094232ANEXOS+PRESENTACION+OFERTAS.pdf?MOD=AJPERES
267,267,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_48.atom,457,"Servicio correspondiente al alquiler, transporte, montaje y desmontaje de escenarios, sillas, mesas y jaimas/carpas, etc.  para actividades socioculturales del Distrito Casco Antiguo durante el año 2019.",['39112000.0'],https://contrataciondelestado.es/wps/wcm/connect/dcb9f991-d9f1-4b13-bd76-ce81ec6ff76b/DOC20190114120958anexos+present+ofertas.pdf?MOD=AJPERES
268,268,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_48.atom,262,"Servicio Ajeno de Prevención de Riesgos Laborales para el Consorcio “Turismo de Sevilla” conforme a lo exigido en la normativa vigente.
La ejecución del contrato se ajustará a lo dispuesto en el Pliego de Prescripciones Técnicas.
",['71317000.0'],https://contrataciondelestado.es/wps/wcm/connect/3708139c-a62c-415a-8bcb-1bec2cf9fe52/DOC2018121410211804+PCAP+PRL+2019+176.pdf?MOD=AJPERES
269,269,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_41.atom,365,"Servicio de redacción de proyecto para las mejoras en los accesos de salida de La Cañada al Polígono Industrial Fuente del Jarro a través de la mejora de los pasos subterráneos, cofinanciada con Fondos FEDER al 50%.",['71200000.0'],https://contrataciondelestado.es/wps/wcm/connect/c095f31d-cb5e-4892-82af-2e55cf4b3c1d/DOC20180725142154PCA.pdf?MOD=AJPERES
272,272,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_40.atom,132,"servicios de mantenimiento y reparación de los equipos escénicos, audiovisuales y de iluminación de los salones de actos, las salas multiusos, los espacios expositivos para el desarrollo de las actividades del Área de Coordinación de Distritos, Participación
Ciudadana, Educación y Edificios Municipales","['[50342000, 50340000]']",https://contrataciondelestado.es/wps/wcm/connect/4754f4de-d25b-4d3b-9aa3-ce4ce10f8e69/DOC20180910150928CONDICIONES+ADMINISTRATIVAS.pdf?MOD=AJPERES
276,276,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_32.atom,470,"Servicio de gestión de los residuos de construcción y demolición, generados por la Sección de Vías Públicas durante la ejecución de las obras de conservación y mantenimiento que realiza por sus propios medios.",['90513000.0'],https://contrataciondelestado.es/wps/wcm/connect/da6508b8-89de-47fa-9d5e-b18eb6c3329b/DOC20190131110115Inv+y+Ofert.pdf?MOD=AJPERES
277,277,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_29.atom,245,"Servicio de catering para una cena en la sede del Consorcio de Turismo de Sevilla situada en Paseo Alcalde Marqués de Contadero s/n, para el día 10 de febrero de 2019 destinada a dar la bienvenida a la ciudad a los participantes del Workshop HEM de la EUROPEAN TOUR OPERATORS ASSOCIATION LTD. La ejecución del contrato se ajustará a lo dispuesto en el Pliego de Prescripciones Técnicas.",['55320000.0'],https://contrataciondelestado.es/wps/wcm/connect/7e7edf50-9c1f-4d14-8122-bde3880f3456/DOC2019013113542804+PCAP+catering+HEM+015_2019.pdf?MOD=AJPERES
278,278,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_28.atom,347,"Servicio de producción cultural para la puesta en marcha de los trabajos de producción técnica para el desarrollo de la programación oficial de los espectáculos y las actividades paralelas del Festival de Música Antigua de Sevilla, FeMÁS 2019.",['79952100.0'],https://contrataciondelestado.es/wps/wcm/connect/2497fc68-2cb5-4fef-a9df-ea26bae6949b/DOC20190122140626Condiciones+Administrativas.pdf?MOD=AJPERES
280,280,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_27.atom,480,"Dirección de obra. Dirección ejecución e informe del Plan de Seguridad y Salud, y coordinación de Seguridad y Salud de las obras de rehabilitación en la UP 092707, vivienda en la C/ Muñoz Torreros núm. 4, en Melilla.",['71221000.0'],https://contrataciondelestado.es/wps/wcm/connect/ae8dc3ca-6fe5-4b96-bee6-db0f9961e716/DOC20190114094007201800000550_NOTA_INFORMATIVA.pdf?MOD=AJPERES
281,281,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_26.atom,89,"servicios de agencia de viajes y organización de los desplazamientos, transporte, alojamiento y asistencia en viajes  de carácter institucional del Alcalde y la delegación oficial que, en su caso, lo acompañe ",['63510000.0'],https://contrataciondelestado.es/wps/wcm/connect/3acc0f9d-f52d-44ec-a855-86f214ea5b8f/DOC20190117103430condiciones+administrativas.pdf?MOD=AJPERES
282,282,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_20.atom,143,"Servicio de diseño, composición e impresión de material gráfico para la difusión de actividades populares y festejos organizadas por el Distrito Casco Antiguo, durante el año 2019, así como suministro de otros materiales de papelería específicos para actividades infantiles.",['79821000.0'],https://contrataciondelestado.es/wps/wcm/connect/608a085d-7478-4b40-8e52-6d5d026f8a31/DOC20190114125858ANEXOS+PRESENT+OFERTAS.pdf?MOD=AJPERES
283,283,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_18.atom,80,"Contratación del suministro, en régimen de alquiler de equipos multifunción y equipos de impresión con mantenimiento incluido, integrando minimización de residuos y eficiencia energética, para Extremadura Avante Servicios Avanzados a Pymes S.L.U.",['30120000.0'],https://contrataciondelestado.es/wps/wcm/connect/038a2317-c574-4d87-bdb9-bfeff321ceb4/DOC20190201142220EASP19+008+PCAP+firmado.pdf?MOD=AJPERES
285,285,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_6.atom,472,Arrendamiento de una carpa consistente en arrendamiento de Carpa para cubrir escenario que se instalara en la plaza de España de Almudevar con motivo de celebración de las fiestas Patronales.  1 y 2 de Septiembre y del 7 a 12 de Septiembre de 2018,"['[39154000, 45223800]']",https://contrataciondelestado.es/wps/wcm/connect/f563659d-1af7-4c1a-8117-e56c6e720d4f/DOC20180727144538PCAP.doc?MOD=AJPERES
287,287,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_3.atom,273,Servicio de excavación arqueológica de tres zonas paralelas a fachada en las que se han producido hallazgos arqueológicos en el desarrollo de las obras de restauración de la fachada principal del convento del Hostal San Marcos de León,"['[71000000, 71500000]']",https://contrataciondelestado.es/wps/wcm/connect/3668ab8d-4e3c-4e65-a172-6831cd46698e/DOC20181023121239Memoria.pdf?MOD=AJPERES
288,288,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_3.atom,207,"Contratación menor del servicio, a través e la Asociación de Emisoras Municipales y Comunitarias de Andalucía de Radio y Televisión (EMA- RTV) para la producción, realización y emisión del espacio radiofónico denominado ""En la Tierra del Edén""","['[79341000, 92111200]']",https://contrataciondelestado.es/wps/wcm/connect/9faebffe-0862-4f3c-ae32-8e32837bee78/DOC20190110101955Caracter_tecnicas.pdf?MOD=AJPERES
289,289,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_1.atom,454,"Contrato de suministro e instalación de material de jardinería en ejecución del encargo realizado por el Gobierno de Zaragoza en sesión celebrada el 10 de noviembre de 2017 dentro del Proyecto ""Azoteas Verdes""  ","['[3110000, 3121100]']",https://contrataciondelestado.es/wps/wcm/connect/70e55c40-bf15-4d2f-bac9-28de4cfd7ff4/DOC20190207134626Memoria+azoteas.pdf?MOD=AJPERES
290,290,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816_1.atom,34,"Contratación de un servicio de traslado y transporte de los asistentes a la Asamblea Regional y Local Euromediterránea (Arlem) y a un Foro de Naciones Unidas a celebrar en la ciudad de Sevilla, entre los días 25,26 y 27 de febrero de 2019.",['63510000.0'],https://contrataciondelestado.es/wps/wcm/connect/6bde932d-a07f-4b59-9d59-c0798578d2e7/DOC20190212131643condiciones+administrativas++transporte+arlem++firmado.pdf?MOD=AJPERES
291,291,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_171816.atom,470,"La contratación de dos servicios de restauración de catering en el Real Alcázar de Sevilla. El primer servicio sería una cena para unas 150 personas (aprox.) sentadas, el día 26 de febrero de 2019. El segundo servicio sería un almuerzo para 200 personas (aprox.) de pie, el día 27 de febrero de 2019.",['55300000.0'],https://contrataciondelestado.es/wps/wcm/connect/61d9b02a-af94-4626-8236-1b39ea2ab9f3/DOC20190208144329condiciones+administrativas+FIRMADAS.pdf?MOD=AJPERES
292,292,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_211318_15.atom,245,Suministro de cepillos y material accesorio nuevo y/o para reparación/restitución de cerdas u otros elementos en cepillos usados para la maquinaria de barrido mecánico en Sercomosa. Número expediente 0001-19CPSU,['39224000.0'],https://contrataciondelestado.es/wps/wcm/connect/9dd82468-b5a6-4750-966f-4ffb44f60ade/DOC20190114110223Memoria_Administrativa_Exp_0001-19CPSUsigned.pdf?MOD=AJPERES
293,293,contratosMenoresPerfilesContratantes_2019.zip,contratosMenoresPerfilesContratantes_20190227_211318_10.atom,465,"Servicio de Vigilancia de la Salud para las 60 personas que componen el alumnado trabajador de los siguientes Talleres de Empleo del Ayuntamiento de Sevilla: T.E. ""Sevilla Norte Turismo"", T.E. ""Sevilla Norte Dinamiza"", T.E. ""Sur Atiende"" y T.E. ""Torreblanca Atiende"" y las 22 personas integrantes de los equipos técnicos.",['71317200.0'],https://contrataciondelestado.es/wps/wcm/connect/a0d80ff0-5e54-4344-8cec-ad5dd677c2a6/DOC20181228123546PCAP+1714.pdf?MOD=AJPERES
